,original_text,tesseract_output,summary,index,summary_tesseract,summary_original
51,نصح البيان مستعملي لوطوروت باش ما يدخلوش للمدينة الى ما كانش عندهم رخصة استثنائية وباللي اللي حصل راه غادي يخلص,نصح الييان مستعملي لوطوروت ياف ما يدخلوض السينة الى ما كانش مندهمرخصة اسعتنائية وباثلي اثلي حصل راه غامي بخاص,اللي داخلين لكازا ها ودني منكم. تزيار جديد وشوفو هاد القرار,51,دعوة إلى الحذر من دخول السيانات المندهمرخصة السعتنائية إلى السينة، وتنبيه إلى خطورة غمض هذه الممارسة.,"Translation: The statement advised tourists not to enter the city without an exceptional permit, and those who obtained it must leave immediately.

Summary in Moroccan Arabic: The statement advised tourists not to enter the city without an exceptional permit and those who have it must leave. (20 words)"
52,من ثلاثين سنة بدات المحاولات الاولى دالهجرة بين المغرب واوروبا، وكان ديك الساعات العالم مازال ماعرف قوانين الهجرة الحالية من تأشيرات وتشديد المراقبة على الحدود، حقاش الاوروبيين من جهة كانوا محتاجين اليد العاملة بزاف، ومن جهة اخرى ماكانش تدفق المهاجرين بشكل كبير. وسنة 1988 غايعرف البحر الابيض المتوسط أوائل ضحايا الهجرة السرية، ومن ديك الساعات غايبدا العالم يسمع بموت المغاربة على سواحل اسبانيا، ومن بعدهم الافارقة. وحسب اسبانيا، فإن عدد ضحايا الهجرة السرية من بداية نوفمبر 1988 حتى لنوفمبر 2018، تم احصاء وفاة ستة الاف مهاجر، وبالاضافة لهاد العدد كاين 12 الف مفقودين مابان اثر لجثث ديالهوم.,من ثلاثين سنة يدات الصحاولات الاولى بالهجرة بين السغرب واورويا. وكانبيك الساعات العالم مازال ماعرف فوائين الهجرة الجالية من تأشيرات وتشديهالسراقية على الحدود. حفاض الاوروسين من جهة كثانوا مجناجين اليد العاسلةبزاف. ومن جهة اخرى ماكاتضر تدفق المهاجرين بشكل كبير وسنة 1988 فايعرفالجر الاسيهي الستوسط أواثل صحايا الهجرة السرية. ومن ديك الساعات عابيالعالم يسبع بوت السفارية على سواجل اسبائيا. ومن ينهم الافارقة. وحسباسبائيا. ان عدم ضحايا الهجرة السرية من بداية توقصير 19818 جني اتوفصر2018 نم احصاء وغاة سدة لاف مهاجر. وبالاضافة إهاء اصن كاين 12 الفمشفود ين ايان اثر احفت بمالهوم,ها شحال غرقوا ديال المهاجرين لاوروبا في ثلاثين سنة وها شحال لي مابان ليهم اثر,52,"The text discusses the history of illegal immigration between the Maghreb and Europe over the past 30 years. It highlights the challenges faced by immigrants, including obtaining visas, dealing with border restrictions, and the dangers of crossing the Mediterranean Sea. The text also mentions the role of European authorities in addressing the issue and the risks faced by immigrants, including death. According to estimates, thousands of people have lost their lives attempting to migrate illegally between 1988 and 2018. Additionally, it mentions that 12,000 migrants were rescued in January alone.","In the last 30 years, the first attempts of migration between Morocco and Europe began, at a time when the world did not know the current immigration laws of visas and increased border surveillance. Europeans needed cheap labor, but the flow of migrants was not significant. In 1988, the Mediterranean Sea saw the first victims of illegal immigration, and since then, the world has heard of the death of Moroccans on the shores of Spain, and later, of sub-Saharan Africans. According to Spain, from the beginning of November 1988 to November 2018, the death toll of illegal immigrants was 6,000, with an additional 12,000 missing persons."
53,  تمكنت السلطات الإسبانية من إيقاف قارب للهجرة السرية، الأحد، على متنه عدد من المهاجرين غير النظاميين بجزر الكناري. وقالت مصادر إعلامية إسبانية، أن السلطات حددت مكان القارب الذي كان يحمل على متنه أربعة مهاجرين من جنسية مغربية، حيث جرى إيقافهم في محطة وقود تقع في بلايا ديل إنخليس جنوب كَران كناريا، بعد وصول قاربهم إلى شاطئ لاس بوراس. وأضافت أن المهاجرين السريين وصلوا في صحة جيدة دون الحاجة لتقديم الإسعافات الأولية لهم أو نقلهم للمستشفى على الرغم من طول المسافة التي قطعوها بحرا.,تمك الساطات الاسبائية من إيقاف #ارب الهجرة السرية. الاجم على مننهاعدء صر السهاجرين غير النظاصير بجزر الكثاري. وظالت مصاعر إخخلاصيةإسبانية. أن السلطقات حسدت مكان القارب الذي كان يحمل على مننه أريعةمهاجرين من جنسية مغريية. حي جرى إينقافهم في محظة وقوء اتقي في يلاها ميلإنخليس جنوب كران كتاريا. بعد وصول #اريهم إلى شاط لاس بوراس. وأضافبأن السهاجرين السريسن وصلوا في صحة جيدطة دون الحاجة لتقديم الإسحافاتالآولية لهم أن تقلهم المستشفى على الرهم من طول المسافة التي مطعوهابحرا,4 حراكَة مغاربة قرقبات عليهم الصبليون بعدما نزلو فكناريا,53,"The Spanish authorities have put an end to the illegal immigration route via the Canary Islands. The authorities were able to locate the boat carrying more than 50 Moroccan migrants. They were intercepted in a dangerous situation in the middle of the sea near Cape Cantin. After their arrival at Las Palmas beach, the authorities confirmed that the illegal immigrants were in good health and did not need emergency medical assistance despite the long distance they traveled by sea.","""السلطات الإسبانية تمكنت من إيقاف قارب للهجرة السرية بجزر الكناري. كان على متن القارب 4 مهاجرين من جنسية مغربية. وصلوا في صحة جيدة بعد قطعهم بعيدة المسافة بحرا."""
54,  قال محمد الدردوري، الوالي المنسق الوطني للمبادرة الوطنية للتنمية البشرية، إن المبادرة الملكية السامية “مليون محفظة” تعد آلية من الآليات الأساسية للتشجيع على التمدرس ومحاربة ظاهرة الهدر المدرسي والانقطاع المبكر عن الدراسة. وأبرز الوالي الدردوري، في تصريح خص به “كود”، أن هذه المبادرة تساهم إلى جانب تدابير اجتماعية أخرى (النقل المدري، دار الطالب(ة)،…)، في تحسين ظروف التمدرس وبالتالي المساهمة في خفض معدلات الهدر المدرسي. وأكد الوالي الدردوري، قائلاً: “هذه المبادرة تعكس المكانة المركزية التي يوليها جلالة الملك محمد السادس نصره الله وأيده لمنظومة التربية والتكوين، باعتبارها أساس وقاطرة لتنمية الرأسمال البشري، أحد أهم ركائز المرحلة الثالثة للمبادرة الوطنية للتنمية البشرية”.,قال محسه الدردوري. الوالي السسق الوطني الصائرة الوطنية السميةالبشرية. إن الصادرة الملكية انساسية “مليون محفظة” انعد أثية من اللالياتالأساسية اللتشجيع على التسترس ومحارية ظاهرة اهدر السرسي والالقطاعالسكر عن المراسة. وأبرز الوائي المرموري. في اتصربيح خص به “كود ”. أن هذهالصامرة نساهم إلى جاتب اتدايير اجتماعية أخرى (النتقل السبري. دارالطاب (4...)3 في لحسين ظروف التسدرس وبالثالي الساصمة في خض مصلاتاهبر السترسي. وأكه الواتي المرموري. انالا “هذه الصابرة العكساالسكانة السركتزية الثاني يولبيها جالالة املك محم السايس نصره الله وليدةاسظومة #بربية والتكوي. باعتبارها أساس وقاطرة لسصية الوأسمالالبشري. أحم أهم ركائز السرحلة اتائتة للصايرة الوطانية الكدنصيةالسخرية*,الوالي الدردوري لـ”كود”: المبادرة الملكية “مليون محفظة” غادي تشجع على التمدرس ومحاربة الهدر المدرسي والانقطاع المبكر عن لقراية,54,"The speech of Mr. El Derdouri, the national Souss-Massa wali, emphasized that the royal initiative ""One Million Wallets"" aims to support basic livelihoods, encourage savings, and combat the phenomenon of road and sugar sector waste. The wali of Souss-Massa, in a statement to ""Code"", said that this initiative will contribute to the development of other social sectors such as public transport and hospitals, improve the conditions of savings, and participate in solving the problems of road users. He added that this initiative is not a substitute for the second generation of regionalization, but rather a complement to it, considering it the basis and axis of human capital and one of the most important pillars of the path of the national charter for the advancement of the Moroccan family.","The national coordinator of the National Initiative for Human Development, Mohamed Dardouri, stated that the royal initiative ""Million Wallets"" is one of the main mechanisms to encourage education and combat school dropout and early school leaving. He emphasized that this initiative, along with other social measures (transportation, student housing, etc.), contributes to improving the conditions for education and thus helps reduce dropout rates. He also confirmed that this initiative reflects the central position given by King Mohammed VI to the education and training system, as the basis and pillar for the development of human capital, one of the most important pillars of the third phase of the National Initiative for Human Development."
55,راسل نشطاء جمعويون بجماعة بني تزروت باقليم العرائش، وزير الدتخلية عبد الوافي لفتيت، بسباب قائد قيادة بني تزروت. وقالت الشكاية الي توصلات كود بنسخة منها، أن القائد رفض أنه يتسلم الضوصي ديال الجمعية، أو يسلمهم وصل الايداع المؤقت ضدا على القوانين، واخا كان تسلم عليهم التصريح بنية تأسيس جمهعية ومادار حتى تحفظ انذاك. وطالب النشطاء الموقعون على العريضة، اعادة الامور لنصابها، وتسليم الجمعية وصل الايداع مع اتخاذ الاجراءات اللازمة في حق القائد. ,راسل نشطاء جسعويون بجماعة بني تزروت باقيم العرائض. وزير الدتخلية عيدالوافي اتبيه بسباب قاد قيادة بني اتزروت. وقات اللشكانية الي اتوصلات كودبنسخة منها. أن الثقاتد رفض أنه يتسلم الشوصي يال الجسعية. أو يسليهم وصل#ابداع السوقفت ضدا على القوائين. واخا كان تسلم عليهم ا#تصريح بنيةتأسيس جحهعية ومادار حنى تحفظ اننال وطالب النشطاء السوشعون علىالعريضة. اعانة الاوز أنصابها. وتسليم الجسعية وصل الايداع مع انجادالاجراءات اللازسة في حق لقال,نشطاء جمعويون راسلو وزير الداخلية كيحتجو على قايد منعهوم من تأسيس جمعية,55,وزير الدتخلية عيدالوافي اتبيه بني تزروت بسبب قيادة العرائض. الثقاتد رفض تسليم الشوصي للجسعية واستمرارهم في عدم الالتزام بالقوائين. النشطاء طالبوا بمساعدة لاعادة تأسيس جحهعية ومادار حنى وتسليم الجسعية بشكل صحيح.,وزير الدتخلية لفتيت راسل نشطاء جمعويون ببني تزروت باقليم العرائش. سبب الشكاية هو رفض القائد استلام الضوصي أو وصل الايداع المؤقت. النشطاء طالبوا اعادة الامور لنصابها وتسليم الجمعية وصل الايداع مع اتخاذ الاجراءات اللازمة في حق القائد.
56,“الصورة العائلية” اللي كانو كيستعد لها رؤساء دول مجموعة السبع الصناعية الكبرى وعيالاتهم، في ختام أعمال قمتهم في بيارتز الفرنسية مازال منوضة روينة.  والسبب في انتشار هاد التصويرة هو سيدة أميركا الأولى، ميلانيا ترامب وهي كتبوس رئيس الوزراء الكندي، جاستن ترود، بـ”سعادة وحرارة” بينما يمسك زوجها دونالد ترامب بيدها اليسرى.  ورجعات هاد الواقعة ذكرى تصويرة التقطت هادي عامين لبنت الرئيس إيفانكا ترامب وهي كتشوف فترودو بشكل أثار انتباه وسائل الإعلام ومواقع التواصل الاجتماعي.,"“""تصورة العاشية” اثلي كانو كيستعه لها رؤساء دول مجسوعة السيع الصاعيةالكبرى وعيالاتهم. في خنام أسمال فستهم في ببارئز الترنسية مازال منوضةيوينة. والسيب في اتتشار هاء التصويرة هو سيدة أميركا الأولى. ميلائياانوامب وهي كتيوس رئيس الوزراء الكتمي. جاستن اتروم. ب ""سعاءة و جرارة”بينم يمسك زوجها دوناك ترامب يدها اليسرى. ورجهات هاء الواقعة ذكريتصويرة اتشطت هامي عامس ليست الرئيس إبفانكا رئب وهي كتشوف فترويوبسكل أقار اناه وسائل الإعلام وسواقع البواصل الاجسماعي",تصويرة ديال ميلانيا وترودو شعلات مواقع التواصل ورونات الانترنيت,56,"The ""First Ladies' Painting"" attracted the leaders of the major G7 countries and their families. The center of the painting is the First Lady of America, Melania Trump, and beside her is the Canadian Prime Minister, Justin Trudeau, holding her left hand. The photo was taken a year ago and was not seen by the President of France, Emmanuel Macron, and the media and social media considered it a scandal. (30 words)","The family photo taken by the G7 leaders and their spouses in Biarritz, France, is still causing a stir. The reason for the spread of the image is US First Lady Melania Trump, who wrote to Canadian Prime Minister Justin Trudeau with ""joy and warmth"" while her husband Donald Trump holds her left hand. This incident reminds us of a photo taken two years ago of President Trump's daughter Ivanka looking at Trudeau in a way that caught the attention of the media and social networking sites."
57,توقعت مصادر مطلعة، لـ”كود”، أن يحل الملك محمد السادس بعاصمة سوس أكادير، مساء اليوم السبت، قادما إليها من العاصمة الاقتصادية، التي عين بها وزراء جدد لترميم حكومة سعد الدين العثماني. الملك عندو برامج ديال إطلاق عدد من المشاريع ذات بعد تنموي واقتصادي واجتماعي. هاد المشاريع عندها علاقة بالسياحة والانعاش الثقافي وتهيئة الفضاءات الخضراء وغيرها. كما ينتظر أن يدشن الملك المستشفى الجامعي ومركز صحي ومركز لطب الإدمان ومركز للتكوين ومشاريع أخرى غادي تكون مشتركة بين القطاعات الحكومية.,"توقف مصابر مطاعة. ""كو ”. أن يجل الملك محم السايس بعاصمة سوسأكامين. مساء ايوم السيت. #امما إليها من التعاصمة الاقتصادية. التي عنبها وزداء جد لترميم حكومة سعد الدبين العتمائي. الماك مسبو برامج نيالإطلاق عند من السداريع ذات بعد تتسوي والقتصاي واجتماعي. هاء السداريععندها علاقة بالسياحة والاتعاض التقافي وتهينة الفضاءات الخضراء وغيرهاكما ييتتظر أن يسضن الماك المستشفى الجاسعي ومركز صحي ومركز طب الإنمانومركز نكوي ومشاريع أخرى غادي تكون مشتركة بين القطاءات الحكومية",توقع. الملك هاد العشية فاكادير وها البرامج ديالو,57,الملك محمد السادس زار اقليم سوس-مسا. اطلاق برامج اقتصادية واجتماعية لتعزيز السياحة والثقافة والصحة. هذه المشاريع تشمل مستشفيات ومراكز صحية ومشاريع أخرى بين القطاعين العام والخاص.,"According to informed sources, King Mohammed VI is expected to arrive in the capital of Souss-Massa region, Agadir, this evening, Saturday, coming from the economic capital, where he appointed new ministers to reshuffle Saad Eddine El Othmani's government. The King will launch several projects with developmental, economic, and social dimensions related to tourism, cultural revival, green space preparation, and others. The King is also expected to inaugurate a university hospital, a health center, an addiction treatment center, a training center, and other joint projects between government sectors."
58,الرابور المريكاني العالمي lil’wayne ليل واين دار حفلة في السعودية نهار السبت ونوض حالة البارح بعدما دار تويت كيقول فيه عمرو مغادي يعاود يحط رجلو في العاصمة السعودية الرياض. المغني الأمريكي دار حفلة ضمن فعاليات موسم الدرعية في السعودية مع جوج ديال الروابة عالميين حتى هوما Tiga تايگا وفيوتشر Future. التويت ديال ليل واين خلا كلشي كيسول ويقول علاش، وأكدات بعض التقارير الاعلامية أنه كان ممنوع عليه يدخل الحشيش داكشي علاش مابقاش باغي يرجع. تويتر غادي يطيح بالتغريدات عليه وماكين غير الترولات والميمز، وكل واحد وكيفاش عبر على هاد البلان.,الرليور السريكائي العائعي ©80”لنا ليل والين دار حظة في السعودية هارالسيت ونوض حال البارج يعنما دار اتويت كيقول فيه عمرو مفاني يعاود يبطرجاو في العاصحة السعومية الرياض الحضي الأمريكي دار حفلة ضمن فعالياتموسم الدرمية في السعومية مع جوج ميال اثرواية عالسين حدى هيما 1169نايك وفيونضر 67النا]. اتويب ميال ليل وين خالا كلشي كيسول ويقول عللاوأكدات بعض التهارير الاعلاسية أنه كان ممنوع عليه يدخل الحضيش «اكشيعلا مابقاضض باغي يرج الويبر غادي يطرح بالتهريدات عليه وماكين خرا#ترولات والصمز. وكل واحد وكيقاض عبر على هاء اليلاتن,الرابور العالمي “ليل واين”: عمرني نعاود نرجع نغني فالسعودية,58,"In a secret trip to Saudi Arabia, Amro Mafani attended the American-Saudi gala within the Diriyah Season's events with Joe Millionaire winner, Cynne Hadaya. They discussed the allegations that he was banned from entering the country and the threats he received online. Everyone expressed their opinions on the matter. (30 words)","Lil Wayne held a party in Saudi Arabia on Saturday and caused controversy after tweeting about Amr Diab returning to Riyadh. The American singer performed at the Diriyah Season festival with global stars such as DJ Snake and Future. Lil Wayne's tweet caused a stir and some media reports claimed he was banned from bringing marijuana, which he denied. Twitter was flooded with reactions, both criticizing and defending him."
59,حادثة سير خايبة وقعات فعاصمة الغرب القنيطرة مساء اليوم الجمعة. وحسب مصادر “كود”، فإن واحد الحافلة كان فيها بزاف ديال البوليس تقلبات حدا المدارة ديال مرجان. هاد الفاجعة، حسب مصادرنا، سلات بوفاة ديال شرطي، فيما أصيب اخرون من زملائه بجروح متفاوتة الخطورة. دبا الجثة ديال الهالك مشات لمستودع الاموات والضحايا الآخرين كيتواجدو الآن بالمستشفى الإدريسي لتلقي الإسعافات الأولية.,"حادتة سير خايية وقعات فعاصمة القرب القتيظرة مساء اليوم الجسعة وحسبمصاءر “كود "". فان واحد الحافلة كان فيها يزاف ميال البوليس القليات داالسدارة ميال مرجان. هاء الفاجعة. حسب مصادرنا. سلات يوفاة ديال شرطي.فيما أصيب اخرون من زملاك يجروج متقاوتة الخطورة. ديا الجنة ميال امهالكمدات امستو ع الاموات والضحايها الأخرين كينواجدن الآى بالصتشفى الادريسيتلفي الاسعافات الاولية",عاجل. كار هاز البوليس تقلب فالقنيطرة: تقتل بوليسي وتعطبو بزاف,59,"A serious traffic accident occurred in the capital Rabat this evening, according to a ""Cod"" report. One of the buses was carrying police money to the Royal Guard. The accident resulted in the death of a police officer, while others were injured with varying degrees of danger. The authorities are still determining the number of deaths and other victims who are receiving first aid at the Idrissi Hospital.","This is a summary of the given text in Moroccan Arabic:

A serious traffic accident occurred in the capital of the west, Quneitra, on Friday evening. According to ""CODE"" sources, a police bus overturned on the Marjane roundabout. This accident, according to our sources, resulted in the death of a policeman, while others were injured with varying degrees of severity. The body of the deceased was taken to the morgue, and the other victims are now at the Idrissi hospital to receive first aid. (30 words)"
60,لدولة منقسمة مع هاد الشي. عارفة راسها ما تقدرش تواجه المنافسة الا بقنوات قوية للقطب العمومي فغياب قنوات خاصة. يالله بدات شي تجارب ولكن باقية فتية بزاف. دابا مواجهة المد السعودي فالمغرب مسؤولية الدولة. الدولة دارت كلشي باش القنوات يكون حالهم مقود بحال اللي عليه اليوم. خاص قرار سياسي من الفوق باش نوصلو شي نهار اولا لتقديم خدمة عمومية وثانيا للاستمرار فالسيطرة على سوق المشاهدة فالمغرب.,اسولة منفسمة مو هاء الشي. عارفة راسها ما القمرض تواجه السنافسة ابنقنوات قوية لقعب الصسومي قراب قنوات خاصة. باله بدات هي الجارب والكنبالفية فنية يزاف. دايا مواجهة الس السعودي «المغرب مسؤولية المولةالدولة دارت كنشي باش القتوات يكون حالهم مقود بحال اثلي عليه اليوم. خاقرار سياسي من الوق باع توصاو هي نهار ولا لنقديم خسمة عسومية وذانياالاستعرار #السيطرة على سوق السداهدة فالسغرب.,“ام بي سي 5″ غادية وتتمدد. كيفاش المغرب كيقتل ف”دوزيم” لصالح السواعدة وها هجومهم فرمضان الجاي وها الحروب اللي نايضة الفوق على هاد المد,60,"The text discusses the challenges faced by the Moroccan economy, particularly in the agricultural sector due to climate change. It highlights the importance of the state's role in finding solutions and mentions a political decision to control the sugar market in the country. The summary in Moroccan Arabic is:

المغرب تواجه مواجهة اقتصادية في القطاع الفلاحي نتيجة لتغير المناخ. دور الدولة مهم في حل المشكلات. قررت سياسياً سيطرة على سوق السكر في البلاد. (30 words)","Summary: The state is facing fierce competition in the television industry, and public channels are struggling to attract viewers due to the absence of private channels. Experiments have been made, but they remain limited. To face the Saudi challenge, Morocco must take responsibility as a state. The state should ensure that the channels' situation is guided by what is happening today. A political decision from above is needed to provide a public service and maintain control over the Moroccan viewership market."
61,قالت مصادر ديبلوماسية محلية ل”كود” ان اول يوم من المائدة المستديرة للي جمعات اول امس الاربعاء 5 نونبر 2018 المغرب والبوليساريو وموريتانيا والجزائر بجنيف تحت رعاية المبعوث الخاص الى الصحراء الالماني كولر٬ كانت غادية تعلق فاول الدقائق. مصدر “كود” قال ان الوفد الجزائري هو اللي كعى. وفق مصدر “كود” فان هاد الشي عندو علاقة بالطاولة وبكل واحد فين گلس. اللي وقع وفق مصدر “كود” ان الوفد الجزائري دار قبالة الوفد المغربي فهاد المائدة المستديرة ماشي جنبو. هاد الشي قلق دزايريين يضيف المصدر “هاد الشي عطل البداية ب 15 دقيقة تقريبا عاد بداو ولكن ما تبدلاتش بلايص الوفود” يشرح مصدر “كود”. الدزايريين تقلقو وشافو فيها باللي هاد الشي فيه ايحاء باللي المشكل فالصحرا هو مشكل مغربي جزائري وهاد الشي فرح لمغاربة اللي كيقولو هاد الشي من زمان. للاشارة فالطاولة المستديرة بدات الاربعاء وسالات البارح لخميس واكد كولر باللي غادية تكون جولة جديدة فالفصل الاول من 2019 وكلشي الوفود دارت الصواب وكررات “كلشي كان مزيان”,"قال مصادر دببلوماسية ملية ل “كود ” ان الول يوم من العائدة السستميزة اليجمفات اول امس #ازيهاء 5 بوث 2018 السفرب والبوليساريو وموزيداتاوالجزائر يجنيف تحه رعاية الصحوت الخاص الى الصحراء الالماني كوار' كانسغاسية تعلق فاول الدظاتق. مصدر “كود ” قال ان لوقه الجزائري هو الثلى كنوفق مصدر “كود” فان هاء الشي عدو علاقة بالطاولة ويكل واحد فين كلساللي وفع وفق مصدر “كود” ان الوض الجزائري دار قيالة الوف السغربي فهاءالمائدة المستديرة ماضي جنيو. هاء الشي قلق «زليريين يضيف التصير “*هاءالمي عطل البداية ب 15 دقيقة تقريما عاد بداو والكئن ما البدلانض بلايصالوفود ” يشرح مصير “كود ” الدزايريين قلقو وضافو فيها باللي هاء النشيفيه ايحاء باللي السدكل #الصحرا هو مشكل مغربي جزاتري وهاء الشي فرحاسعارية اثلي كيقوام هاء الشي مر زان #اصارة فالطاولة الصتميرة بمات#تربعاء وسالات اليارج لخميس واكك كوار باللي هامية تكون جنولة جديدةفاتفصل الاول من 2019 وكلشي الوقوء دارت الصواب وكورات “كثشي كان مزهان """,سكوب. ها علاش تقلق الوفد الجزائري فاول يوم فجنيف وبغى يخرج من المفاوضات وكلشي تعلق,61,"According to diplomatic sources, the first meeting of the Systemic Dialogue was held on January 5, 2018, in Algiers, with the participation of the Sahrawi Polisario and Algerian officials. The Algerian delegation was the third to arrive, and there is no relationship with the round table. The Algerian minister said that the Sahara is a Moroccan-Algerian problem and that it is necessary to find a solution by the end of 2019. The first round of the round table was held on December 5 and 6, and the second round is expected to be held on March 21 and 22 in Geneva.","According to local diplomatic sources, the first day of the roundtable meeting between Morocco, Polisario, Mauritania, and Algeria in Geneva under the auspices of the German Special Envoy to the Sahara, Horst Köhler, was uneventful. The Algerian delegation arrived late, which caused a 15-minute delay. The Algerians were concerned about the seating arrangement, but the problem was resolved, and the first round of talks ended without any significant changes. The next round is expected to take place in early 2019."
62, كوفيد تعفاو بزاف ديال الاطر اما بسبب الاستقالات لي قدمو اما بسبب اعفاءات مباشرة بدون مبرر، كما حدث مع عبد المالك المنصوري، مندوب اقليم القلعة، لي تحدا ايت الطالب ورفع عليه دعوى قضائية باش يسقط قرار الاعفاء. الغضب ديال الاطر الصحية والطبية باين واضح من تدوينات فالفايسبوك. وضعية كورونا خلاتهم ميديروش مسيرات كبيرة. ولكن الى الوضع مستمر يقدرو ف حركة احتجاجية وفق الاجراءات الاحترازية.,كوفيد تعفاء يزاف ميال الاطر لها يسيب الاستتفالات لي نمو انا يسيبالعفامات مباضرة يدون صيرن. كما حدت مي عبد المالك المنصوري. مندوب القليمالقاعة. لي لحدا ايد الطالب. ورفع عليه دعوى فضائية بار يسقط قرارلاعفا العضب ديال الاطر الصحية والطبية اين واضح مر تدويناتفالفايسوك وضصة كورونا خلاتهم ميديروضر مسيرات كيرة ولكن الى الوضجمستعر يمرو ف حركة اجتجاجية وفق الاجرامات الاجترازية.,ايت الطالب بقرارتو زاد شعل العافيا وسط الأطر الطبية: غضب واحتقان غير مسبوق بسبب الحگرة لي حسو بيها الأطباء والممرضين,62,"I apologize for any errors in the translation as I don't speak Moroccan Arabic fluently. Here's a summary of the text you provided in Moroccan Arabic, limited to 30 words:

كوفيد-19 تعفيت ميال الاطر لها يسيب الاستتفالات. لحدا ايد الطالب ورفع دعوى فضائية. وضصة كورونا خلاتهم مسيرات كيرة ومستعر يمرو ف حركة اجتجاجية.

Covid-19 has affected the tourism sector causing layoffs. Student protests and a lawsuit were filed. Coronavirus precautions have limited church processions and sparked protest movements.","This text mentions that the health and medical sector is frustrated due to resignations and unjustified dismissals, as happened with Abdul Malik Al-Mansouri, the delegate of the region of Kalaat, who challenged the decision to dismiss him and filed a lawsuit. The anger of the health and medical sector is clear from the posts on Facebook. The COVID-19 situation has caused them great difficulties. However, despite the situation, they are planning to continue their protest movement while following preventive measures."
63,المغني المغربي عبد الحفيظ دوزي حط تصويرة جديدة البارح الاثنين في انستكرام ديالو، خارج من تبحيرة هي هاديك، ولكن الاستثناء كان كيعوم بالنظاظر وتيشورت وهادشي خلا المتتبعين في الكونط ديالو لي عددهم 3.6 مليون، يطلعوها عليه مزيان في التعاليق.  أغلب التعاليق بقاو كيسولو فيه واش كيعوم بالنظاظر ديال الشمس والتيشورت، ومن بين المعلقين الكوميدي “ايكو” لي كتب ليه “بصحتو. اتبرد ليا مع راسك”، ودوزي باش يبرد الضحك جاوبو “هادي دفعة ديالك ملي دفعتيني في الما بحوايجي”. التصويرة عجبات حوالي 36 ألف واحد فظرف 4 ديال السوايع، وحسب التعليق ديالو هو يالله بدا العطلة بعدما سالا الحفلات والمهرجانات.  ,"السفني السغربي عبد الحفيظ بوزي حط الصويرة جديدة البارج #اثنين فيانسنتكوام ميالع. خارج من البجيرة هي هابيك.. والكن الاسدنتناء كان كيعومبالنظاظر ونيشورت وهادهي خلا الستسيمين في الكونط بيائو لي عندهم 16مليون. يطلعوها عليه مزيان في التعاليق. علب التعاليق يقاو كيسواو فيهواض كيعوم بالنظاظر بال الشص والتيشورت. ومن يسن الحطفين الكوميدي*ليكو” لي كتب ليه “يصحتع. اثيره ليا مع راسك *. وموزي باش يبرد الضحاكجاويو ""هادي دفعة دياك علي دفعبيني في الما يحوايجي * التصويرة عجياتحوائي 6ل أل واحد فظرف 4 ميال السوايع. وحسب التتطيق دبالو هو يالله ينااسه هدم 1 الجهلات و السهر جنات",دوزي دار فراسو الضحك بتصويرة جديدة من وسط البحر,63,"عبد الحفيظ بوزي شارك صورة جديدة من بارج ""اثنين فيانسنتكوام"". استهزأ به على التعاليق وأثير رعبًا. كتب ليه ""يصحتع"" و""هادي دفعة دياك"" وحوار حول التصويرة والسعر. يتوقع أن يناسه هدم الجهلات والسهر جنات.","The Moroccan singer Abdulhafiz Douzi posted a new photo on Instagram on Monday, outside of a pool in Hadik, which attracted attention and comments from his 3.6 million followers. Most of the comments focused on his sunglasses and t-shirt, and among the commenters was the comedian ""Aiko"" who wrote ""Take care of yourself. Cool down a bit with your head"", to which Douzi replied ""This one made me laugh a lot"". The photo received around 36,000 likes in just 4 hours, and according to the comments, it seems that he has started his vacation after the parties and festivals."
